"","study_order","ManiCheck","Exp1_check","Exp1_check_DO_1","Exp1_check_DO_2","Exp1_check_DO_3","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_check","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_check","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_check","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"625","Exp2First",3.83333333333333,1,2,1,3,1,2,2,3,7,2,2,NA,NA,NA,NA,1,1,9,1,3.625,3.41666666666667,4,5,8,31,1,"USA","USA",5,6,2,"386PBUZZXFYRKOPQSQEDR7QIMKRJLF","3JGHED38EDSGE8YUKT84T5RM2G1Y71","","","Neutral",1,9,1
"626","Exp2First",3.83333333333333,1,2,3,1,2,3,1,3,8,5,5,1,6,5,5,NA,NA,NA,NA,4.8125,3.5,6,7,5,37,1,"United States","United States",5,7,4,"386PBUZZXFYRKOPQSQEDR7QIMKRLJH","3E22YV8GG17B8FYG9DTACBK0YQ3NP7","","","Neutral",6,5,5
"627","Exp2First",2.5,1,1,2,3,1,2,2,3,9,3,2,NA,NA,NA,NA,1,8,1,1,5.25,4.41666666666667,6.5,7,0,58,2,"United States","United States",5,7,3,"35L9RVQFCOJYC8HUD43T6H6MMJDHUZ","3L2OEKSTW9BKEM3DUY0A75NHD07Y8O","","","Neutral",8,1,1
"628","Exp2First",3,1,2,3,1,5,5,4,3,6,2,2,NA,NA,NA,NA,1,4,2,3,4.5625,4.33333333333333,4.5,0,3,27,2,"USA","USA",3,7,4,"3LO69W1SU3EHTMZPKKTAUUY2US9LGC","3J9UN9O9J3TC183BDUMS432BHYN0JA","","","Neutral",4,2,3
"629","Exp2First",3,1,2,1,3,5,5,5,3,8,1,1,1,2,5,5,NA,NA,NA,NA,2.8125,4.66666666666667,7,2,11,33,2,"USA","USA",4,7,6,"351SEKWQS0IYNK7JI6THOMAUH5MMD8","3E9VAUV7BWFYXAWSRWKO3WTC3O7YAS","","","Neutral",2,5,5
"630","Exp2First",3,1,2,1,3,1,1,1,3,7,1,1,1,2,8,8,NA,NA,NA,NA,3.9375,5.25,4.5,10,11,37,1,"USA","USA",3,7,3,"3HYA4D452RK5E0HMZU5NXDZHNDM2F9","3X0EMNLXEPQOGK7PB4F1MSEDKT5VPW","","","Neutral",2,8,8
"631","Exp2First",4.5,1,3,2,1,1,1,1,3,9,1,1,1,9,1,1,NA,NA,NA,NA,3.6875,4.58333333333333,6.5,1,17,26,1,"United States","TX",5,7,7,"3QFUFYSY9YGFHEW938OBQSWF7RIF4I","37S0QRNUFBH5ZGCVHU2G8SZFKL588L","","","Neutral",9,1,1
"632","Exp1First",4.33333333333333,1,1,3,2,1,2,1,3,9,1,1,1,6,1,1,NA,NA,NA,NA,3.875,4.16666666666667,5,0,15,63,1,"United States","United States",4,7,6,"33NF62TLXJ3G0I787Q2CC7D3XKPJKF","3G3AJKPCXLTJVLGBIVAXQT7CBEBY4H","","","Neutral",6,1,1
"633","Exp2First",3.66666666666667,1,1,3,2,2,4,2,3,7,1,2,1,6,2,4,NA,NA,NA,NA,4,4.16666666666667,5,1,2,37,1,"USA","USA",4,7,6,"32SVAV9L3FAZ3RWXSEX02MTIWBB3AA","3KVQ0UJWPXMX2ZPBHZBJAOSA0275WV","","","Neutral",6,2,4
"634","Exp1First",3.5,1,2,3,1,1,5,1,3,6,1,2,NA,NA,NA,NA,1,5,5,7,3.375,3.66666666666667,5.5,2,10,38,2,"usa","usa",4,6,4,"3B837J3LDOXVMP3TK4KN5KQ4OVVRSV","3YCT0L9OMMA8L7E81UX47GPBLAANSN","","","Neutral",5,5,7
"635","Exp2First",4,1,3,1,2,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,3.1875,4,5.5,2,16,36,2,"USA","USA",4,7,5,"36TFCYNS44BQTCBPI9EGQO5QG12XHF","302U8RURJZ2ODZVCVP29I39IKE4VN0","","","Neutral",9,1,1
"636","Exp2First",4.5,1,2,1,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,2,1,2.8125,4.41666666666667,3.5,1,16,52,1,"US","TEXAS",4,7,6,"3BDCF01OGXVHFDKPEQFG1U56ZO7YLV","3ZG552ORAM5SOD6J964PQF6K9JE2VH","","","Neutral",9,2,1
"637","Exp2First",4.16666666666667,1,1,2,3,5,4,7,3,9,1,1,NA,NA,NA,NA,1,4,6,4,4.5625,3.75,6,2,8,50,1,"US","US",1,7,6,"317HQ483I7TLDD85ML9SSYF7E0AINC","3TZ0XG8CBUL5DLV5MM8U8OUQ4RN89A","","","Neutral",4,6,4
"638","Exp2First",3.83333333333333,1,1,2,3,5,5,5,3,8,2,2,NA,NA,NA,NA,1,3,4,4,4.4375,3.5,4,3,1,58,2,"United States","United States",4,7,4,"3AUQQEL7U5UNEN0YKM6DWB9OE9Y0VJ","371QPA24C2P6M0KYL74WKE8UKSJT1A","","","Neutral",3,4,4
"639","Exp1First",3.5,1,2,1,3,1,1,1,3,9,1,1,1,8,1,1,NA,NA,NA,NA,4.0625,5.25,6,2,15,53,2,"USA","USA",2,7,7,"3VAR3R6G1P2A6SW4EEXEUYLY1ED8OC","3BFF0DJK8XD6GKJSYQJGGFV3ASWSTT","","","Neutral",8,1,1
"640","Exp2First",3.83333333333333,1,1,2,3,4,4,3,3,7,3,3,1,4,7,7,NA,NA,NA,NA,4.625,4.08333333333333,5.5,6,4,30,2,"US","US",4,7,7,"33M4IA01QG23I6PSEEQA4S7W3A6XRI","37MQ8Z1JQEX9S71OEHR9XEAER0FY2L","","","Neutral",4,7,7
"641","Exp1First",3.83333333333333,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,1,9,3,4.4375,3.58333333333333,5,0,2,66,2,"USA","USA",4,7,5,"3MRNMEIQW57EH2PYIUS2O9V5H06DL7","3ICOHX7ENCC4QSHJZTB17NPJCQR0EP","","","Neutral",1,9,3
"642","Exp2First",3.83333333333333,1,3,2,1,1,1,1,3,9,1,1,NA,NA,NA,NA,1,4,7,3,5,4,6.5,3,5,38,2,"United States","USA",4,7,5,"323Q6SJS8IH9TQK4IF8UKH5JCWEFHE","386T3MLZLNWNHR7SMQP1FDTX1NT80Y","","","Neutral",4,7,3
"643","Exp2First",4.16666666666667,1,1,2,3,1,1,1,3,9,1,1,NA,NA,NA,NA,1,9,1,1,4.5,3.33333333333333,6,2,6,38,2,"United States","Illinois",3,7,4,"3GFK2QRXX9IZOJM472HLZ8OT2QDW5C","3E9VAUV7BWFYXAWSRWKO3WTC3O7YAS","","","Neutral",9,1,1
"644","Exp1First",2.83333333333333,1,2,1,3,1,2,2,3,8,1,1,1,7,2,1,NA,NA,NA,NA,4.1875,4,6.5,5,7,53,2,"USA","USA",3,7,5,"3TPZPLC3M0D6QV2ZHXFXSHIDVXM3P1","3KG2UQJ0MJPW8RZV9Q8ZCGAA3MPNQY","","","Neutral",7,2,1
"645","Exp2First",3,1,2,1,3,4,3,3,3,3,8,5,1,2,7,5,NA,NA,NA,NA,5.75,3.75,7,3,3,38,1,"USA","USA",3,7,3,"3CP1TO84PT2DC3OXTISEB184YJL526","3HUR21WDDUQATN4L26C2N44A49GXYV","","","Neutral",2,7,5
"646","Exp1First",3.83333333333333,1,2,1,3,2,1,2,3,6,1,1,1,4,4,2,NA,NA,NA,NA,3.375,3.91666666666667,5.5,2,13,24,2,"united states of america","united states of america",2,7,5,"3F6KKYWMNB2452SJU78H11ZUMVBNDO","3Z8UJEJOCZEJCOPZA5DYH7MFO5V39D","","","Neutral",4,4,2
